acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,angle
0.027,-0.014,0.038,-1.575,0.005,0.473,231.3
0.004,-0.026,0.004,-1.575,0.011,0.474,231.3
-0.024,0.002,0.006,-1.576,0.009,0.475,231.3
-0.014,-0.013,0.015,-1.578,0.008,0.476,231.3
-0.002,-0.043,0.02,-1.578,0.007,0.477,231.3
0.012,0.001,0.067,-1.576,0.005,0.478,230.6
-0.004,0.015,0.008,-1.573,0.003,0.479,230.6
-0.021,-0.009,0.016,-1.573,0.0,0.48,230.6
-0.112,0.037,0.024,-1.571,-0.006,0.48,230.6
-0.012,-0.007,0.041,-1.572,-0.003,0.481,230.6
-0.112,0.014,-0.011,-1.575,0.011,0.482,230.6
-0.028,-0.021,0.046,-1.576,0.015,0.483,230.6
-0.026,-0.029,0.055,-1.576,0.014,0.483,230.6
-0.008,-0.021,0.02,-1.578,0.01,0.484,230.6
-0.054,0.005,0.017,-1.58,0.009,0.484,230.6
-0.039,0.036,0.016,-1.582,0.007,0.484,229.9
0.012,0.001,0.018,-1.583,0.008,0.485,229.9
0.029,0.014,0.013,-1.585,0.007,0.484,229.9
0.009,0.051,0.035,-1.582,0.01,0.484,229.9
0.008,0.007,0.029,-1.583,0.009,0.483,229.9
0.04,0.061,0.029,-1.584,0.003,0.483,229.9
0.042,0.026,0.025,-1.584,0.001,0.483,229.9
0.017,-0.028,0.024,-1.586,0.005,0.483,229.9
-0.034,0.034,0.025,-1.587,0.008,0.484,229.9
-0.019,0.01,0.001,-1.587,0.009,0.484,229.9
-0.033,-0.005,-0.015,-1.589,0.005,0.484,229.9
-0.015,-0.014,0.026,-1.589,0.004,0.485,229.9
-0.005,-0.01,-0.004,-1.587,0.005,0.486,229.9
0.023,-0.003,0.035,-1.586,0.005,0.486,229.9
-0.03,0.02,0.025,-1.586,0.002,0.485,229.9
-0.002,-0.005,0.015,-1.586,0.0,0.485,229.9
-0.061,0.028,-0.001,-1.589,-0.003,0.485,229.9
-0.014,-0.01,0.029,-1.591,-0.001,0.485,229.9
0.006,0.005,0.023,-1.59,-0.002,0.485,229.9
-0.008,-0.001,0.008,-1.59,-0.003,0.485,229.9
-0.015,-0.021,0.012,-1.59,-0.003,0.485,229.6
-0.0,0.025,0.036,-1.59,-0.005,0.485,229.6
-0.064,0.035,-0.015,-1.594,-0.005,0.485,229.6
0.076,-0.015,0.026,-1.593,-0.003,0.486,229.6
0.008,-0.083,0.017,-1.592,-0.002,0.487,229.6
-0.013,0.007,0.014,-1.592,-0.003,0.487,229.6
-0.064,0.023,0.007,-1.592,-0.001,0.488,229.6
0.112,-0.066,0.033,-1.594,0.001,0.488,229.6
-0.018,-0.034,0.002,-1.593,0.001,0.489,229.6
0.007,0.014,0.001,-1.593,0.0,0.489,229.6
0.081,-0.054,0.013,-1.592,0.001,0.49,228.9
-0.005,0.003,-0.016,-1.592,0.005,0.49,228.9
-0.007,-0.005,0.032,-1.592,0.005,0.491,228.9
-0.006,-0.026,0.017,-1.592,0.006,0.492,228.9
-0.003,-0.013,0.016,-1.593,0.008,0.493,228.9
0.017,-0.017,0.022,-1.591,0.008,0.493,228.9
-0.022,-0.001,0.019,-1.592,0.007,0.494,228.9
-0.017,0.005,-0.004,-1.593,0.006,0.495,228.9
-0.033,-0.029,0.017,-1.596,0.012,0.496,228.9
-0.017,-0.033,0.014,-1.596,0.015,0.497,228.5
-0.006,-0.004,0.007,-1.595,0.016,0.498,228.5
0.025,0.009,0.014,-1.591,0.014,0.498,228.5
0.071,-0.031,0.006,-1.592,0.016,0.499,228.5
-0.06,0.054,-0.044,-1.593,0.021,0.5,228.5
0.022,0.068,0.034,-1.593,0.027,0.5,228.5
-0.024,0.045,-0.002,-1.593,0.027,0.499,228.5
0.007,0.045,0.003,-1.592,0.028,0.499,228.5
0.062,0.022,0.001,-1.588,0.029,0.5,228.5
-0.028,0.031,0.001,-1.586,0.026,0.499,228.5
0.002,0.046,-0.033,-1.583,0.021,0.499,228.5
-0.032,-0.019,0.052,-1.58,0.018,0.499,228.5
-0.021,0.031,-0.015,-1.585,0.018,0.5,228.5
-0.065,-0.03,0.005,-1.588,0.02,0.501,228.5
0.033,0.04,-0.016,-1.587,0.019,0.502,228.5
0.015,0.021,-0.021,-1.587,0.018,0.501,228.5
-0.063,0.026,0.007,-1.587,0.018,0.501,228.5
-0.003,-0.004,0.013,-1.587,0.018,0.502,228.5
-0.003,0.011,0.027,-1.586,0.017,0.502,228.5
-0.005,0.024,-0.055,-1.586,0.016,0.502,228.5
-0.013,-0.006,0.016,-1.583,0.014,0.501,227.5
0.007,0.017,0.001,-1.581,0.013,0.502,227.5
-0.033,0.044,-0.031,-1.582,0.021,0.502,227.5
0.044,-0.013,0.049,-1.58,0.022,0.502,227.5
0.051,-0.029,0.035,-1.58,0.023,0.502,227.5
0.027,0.003,0.018,-1.58,0.022,0.502,227.5
-0.07,0.022,0.012,-1.583,0.022,0.502,227.5
-0.081,0.028,0.004,-1.585,0.019,0.503,227.5
-0.048,0.021,-0.001,-1.588,0.023,0.504,227.5
-0.001,-0.003,0.022,-1.589,0.023,0.505,227.5
0.043,-0.015,0.02,-1.589,0.026,0.505,227.5
0.001,0.032,0.015,-1.587,0.025,0.505,227.5
-0.013,0.042,0.038,-1.587,0.022,0.504,227.5
-0.019,0.047,0.015,-1.59,0.022,0.503,227.5
-0.024,0.054,0.006,-1.59,0.018,0.503,227.5
-0.036,0.046,0.001,-1.59,0.018,0.503,227.5
-0.028,0.025,0.02,-1.59,0.014,0.503,227.5
0.022,0.054,0.012,-1.593,0.012,0.502,227.5
0.016,0.047,-0.016,-1.594,0.007,0.502,227.5
-0.047,0.014,0.01,-1.595,0.009,0.502,227.5
0.016,-0.066,0.069,-1.597,0.013,0.503,226.8
0.005,-0.03,-0.003,-1.596,0.012,0.503,226.8
-0.032,0.031,0.0,-1.597,0.011,0.504,226.8
-0.04,-0.043,0.01,-1.599,0.012,0.504,226.8
0.021,-0.025,0.01,-1.602,0.012,0.506,226.8
-0.01,-0.016,0.015,-1.601,0.015,0.507,226.8
-0.002,-0.009,-0.033,-1.603,0.018,0.508,226.8
0.009,0.005,-0.012,-1.604,0.017,0.508,226.8
-0.001,0.007,0.005,-1.604,0.016,0.507,226.8
-0.062,0.016,-0.003,-1.606,0.016,0.507,226.8
-0.021,0.04,0.015,-1.604,0.015,0.507,226.1
0.055,-0.012,0.023,-1.603,0.016,0.507,226.1
0.019,-0.002,-0.031,-1.602,0.019,0.508,226.1
-0.059,0.023,-0.036,-1.604,0.02,0.508,226.1
-0.13,-0.001,0.02,-1.609,0.017,0.507,226.1
-0.027,-0.013,0.002,-1.611,0.018,0.508,226.1
-0.003,-0.009,-0.018,-1.613,0.022,0.509,226.1
0.001,0.021,-0.035,-1.616,0.024,0.509,226.1
0.012,-0.003,0.002,-1.616,0.025,0.509,226.1
-0.002,0.022,0.005,-1.617,0.026,0.51,226.1
-0.001,-0.006,0.018,-1.617,0.026,0.51,226.1
0.054,0.026,-0.027,-1.617,0.026,0.511,226.1
0.033,0.005,-0.0,-1.621,0.033,0.512,226.1
-0.037,-0.015,-0.015,-1.622,0.036,0.513,226.1
-0.003,-0.012,-0.016,-1.621,0.036,0.513,226.1
-0.06,0.018,-0.038,-1.617,0.033,0.513,226.1
-0.024,0.019,-0.025,-1.614,0.029,0.513,226.1
-0.001,-0.007,-0.035,-1.614,0.023,0.513,226.1
0.002,-0.017,0.003,-1.614,0.021,0.514,226.1
-0.009,0.004,-0.013,-1.614,0.021,0.514,226.1
-0.048,0.037,-0.037,-1.615,0.021,0.514,225.7
-0.049,-0.0,-0.006,-1.619,0.026,0.514,225.7
0.039,-0.014,-0.001,-1.621,0.029,0.514,225.7
0.01,0.039,-0.041,-1.616,0.023,0.514,225.7
0.031,0.022,-0.054,-1.616,0.022,0.515,225.7
0.066,0.006,-0.012,-1.617,0.023,0.515,225.7
-0.111,0.044,-0.039,-1.617,0.027,0.515,225.7
-0.012,0.01,-0.032,-1.614,0.031,0.514,225.7
-0.064,0.03,-0.019,-1.614,0.031,0.513,225.7
0.042,0.032,-0.029,-1.612,0.027,0.513,225.7
0.008,0.008,-0.043,-1.604,0.022,0.514,225.7
-0.008,-0.005,0.012,-1.605,0.022,0.514,225.7
-0.032,-0.015,-0.02,-1.605,0.022,0.515,225.7
-0.053,0.011,-0.024,-1.606,0.023,0.516,225.7
-0.046,-0.008,-0.024,-1.601,0.018,0.517,225.7
-0.015,-0.036,-0.016,-1.602,0.015,0.518,225.7
0.024,-0.024,-0.015,-1.603,0.019,0.518,225.7
-0.001,0.023,-0.041,-1.602,0.022,0.518,225.7
-0.058,0.013,-0.01,-1.6,0.022,0.518,225.7
-0.033,-0.005,-0.012,-1.598,0.022,0.518,225.7
0.008,0.015,-0.001,-1.599,0.022,0.518,225.7
-0.029,0.002,-0.019,-1.597,0.02,0.519,225.7
-0.03,-0.007,0.014,-1.596,0.021,0.52,225.7
0.035,-0.009,-0.011,-1.597,0.026,0.52,225.7
0.031,-0.011,0.013,-1.598,0.025,0.521,225.7
-0.036,-0.006,0.001,-1.594,0.028,0.521,225.7
-0.056,0.029,-0.025,-1.593,0.032,0.521,225.7
-0.049,0.01,0.015,-1.596,0.029,0.521,225.7
0.016,0.003,0.012,-1.594,0.026,0.521,225.7
-0.005,0.052,-0.013,-1.593,0.026,0.521,225.4
-0.006,0.014,-0.02,-1.592,0.029,0.52,225.4
0.014,0.025,0.001,-1.589,0.022,0.519,225.4
-0.004,0.008,0.007,-1.585,0.017,0.518,225.4
0.026,-0.01,0.023,-1.584,0.017,0.519,225.4
0.019,-0.011,-0.01,-1.581,0.015,0.519,225.4
-0.044,0.025,-0.01,-1.581,0.012,0.519,225.4
-0.07,0.029,0.026,-1.582,0.016,0.518,225.4
0.043,0.034,-0.005,-1.581,0.016,0.517,225.4
0.049,0.02,0.022,-1.579,0.014,0.516,225.4
-0.072,0.045,-0.005,-1.579,0.012,0.515,225.4
-0.011,0.057,-0.003,-1.581,0.009,0.515,225.4
-0.032,0.038,0.016,-1.582,0.008,0.514,225.4
-0.016,0.02,-0.028,-1.58,0.009,0.515,225.4
0.018,-0.014,0.016,-1.578,0.01,0.516,225.4
-0.0,-0.006,-0.009,-1.577,0.015,0.516,225.4
-0.01,0.013,0.021,-1.575,0.013,0.516,225.4
0.025,-0.002,0.002,-1.571,0.016,0.515,225.4
-0.022,-0.006,0.03,-1.573,0.012,0.515,225.4
-0.004,-0.031,-0.008,-1.573,0.011,0.515,226.1
-0.011,-0.042,0.027,-1.577,0.017,0.516,226.1
0.002,0.01,0.003,-1.575,0.019,0.517,226.1
0.002,-0.022,0.011,-1.574,0.019,0.518,226.1
-0.038,-0.007,0.014,-1.573,0.022,0.518,226.1
0.027,-0.008,0.0,-1.57,0.021,0.518,226.1
0.039,0.011,0.01,-1.571,0.018,0.518,226.1
-0.013,0.018,-0.006,-1.569,0.018,0.518,226.1
-0.023,0.027,0.006,-1.569,0.02,0.518,226.1
-0.038,0.022,0.038,-1.568,0.02,0.518,226.1
-0.005,0.013,0.033,-1.569,0.022,0.517,225.7
0.009,0.026,-0.009,-1.57,0.017,0.517,225.7
0.023,-0.028,0.025,-1.573,0.015,0.518,225.7
-0.057,0.053,0.008,-1.576,0.016,0.518,225.7
-0.06,0.044,0.016,-1.576,0.016,0.518,225.7
-0.051,0.024,0.001,-1.577,0.016,0.517,225.7
-0.069,0.069,0.015,-1.574,0.017,0.516,225.7
-0.016,0.036,-0.006,-1.572,0.017,0.516,225.7
-0.02,0.062,-0.006,-1.57,0.018,0.515,225.7
0.021,-0.026,-0.017,-1.574,0.013,0.514,225.7
-0.052,0.033,-0.021,-1.579,0.014,0.514,226.1
-0.035,0.049,-0.019,-1.581,0.011,0.513,226.1
0.061,0.009,-0.027,-1.58,0.011,0.513,226.1
0.004,0.029,-0.039,-1.579,0.012,0.513,226.1
-0.035,-0.031,-0.043,-1.578,0.006,0.513,226.1
-0.055,0.052,-0.055,-1.579,0.005,0.512,226.1
-0.023,0.024,-0.045,-1.579,0.005,0.512,226.1
-0.024,0.031,-0.024,-1.58,0.004,0.51,226.1
-0.055,0.091,-0.044,-1.581,-0.005,0.509,226.1
0.002,0.034,-0.037,-1.582,-0.01,0.508,226.1
-0.019,-0.008,-0.003,-1.582,-0.01,0.507,226.1
0.028,0.033,-0.052,-1.572,-0.014,0.507,226.1
0.038,0.024,0.006,-1.568,-0.019,0.505,226.1
-0.031,0.049,0.009,-1.566,-0.023,0.504,226.1
-0.038,0.025,-0.01,-1.569,-0.022,0.502,226.1
-0.06,0.04,0.006,-1.57,-0.023,0.502,226.1
-0.024,-0.009,0.005,-1.57,-0.021,0.502,226.1
-0.034,-0.043,0.0,-1.575,-0.014,0.501,226.1
0.007,0.042,-0.013,-1.581,-0.01,0.501,226.1
0.025,0.03,-0.006,-1.581,-0.008,0.499,226.1
-0.011,0.028,-0.021,-1.581,-0.008,0.498,226.1
0.065,0.015,-0.037,-1.574,-0.017,0.496,226.1
-0.008,0.025,-0.003,-1.57,-0.02,0.495,226.1
-0.019,-0.007,-0.019,-1.567,-0.021,0.495,226.1
-0.032,0.012,-0.05,-1.57,-0.021,0.494,226.1
-0.084,0.011,-0.006,-1.574,-0.02,0.493,226.1
0.009,0.002,0.003,-1.581,-0.021,0.492,226.1
0.065,-0.012,-0.028,-1.584,-0.019,0.491,226.1
-0.06,0.045,-0.075,-1.585,-0.019,0.49,226.1
0.008,0.028,-0.021,-1.586,-0.02,0.489,226.1
-0.024,0.006,-0.001,-1.587,-0.02,0.488,225.7
0.003,0.007,-0.013,-1.586,-0.02,0.487,225.7
0.007,0.001,0.006,-1.585,-0.02,0.486,225.7
-0.001,0.025,-0.048,-1.586,-0.02,0.486,225.7
0.008,-0.01,-0.028,-1.586,-0.02,0.485,225.7
-0.054,-0.004,-0.033,-1.587,-0.02,0.484,225.7
-0.029,-0.028,-0.006,-1.588,-0.019,0.484,225.7
0.027,-0.0,-0.045,-1.589,-0.015,0.483,225.7
0.006,0.036,-0.021,-1.585,-0.017,0.482,225.7
0.011,0.06,-0.005,-1.585,-0.016,0.481,225.7
-0.029,-0.003,-0.046,-1.586,-0.014,0.481,225.7
-0.042,0.002,-0.018,-1.587,-0.015,0.479,225.7
0.017,0.041,-0.027,-1.587,-0.014,0.478,225.7
0.009,0.051,-0.038,-1.587,-0.011,0.477,225.7
0.045,0.032,-0.02,-1.587,-0.01,0.477,225.7
-0.021,0.038,-0.055,-1.584,-0.015,0.476,225.7
-0.048,0.017,-0.016,-1.579,-0.02,0.476,225.7
0.094,-0.075,-0.015,-1.579,-0.021,0.475,225.7
0.013,-0.014,-0.007,-1.579,-0.023,0.475,225.7
-0.047,-0.021,-0.0,-1.58,-0.024,0.475,225.7
-0.042,0.016,-0.011,-1.581,-0.023,0.475,225.7
0.029,-0.002,-0.03,-1.579,-0.021,0.475,225.7
-0.016,0.009,-0.015,-1.578,-0.02,0.474,225.7
0.004,0.009,-0.02,-1.576,-0.017,0.474,225.7
-0.102,-0.026,0.0,-1.575,-0.02,0.473,225.7
0.035,0.002,-0.014,-1.576,-0.025,0.472,225.7
0.053,-0.021,-0.033,-1.571,-0.022,0.472,225.7
0.029,-0.025,-0.073,-1.566,-0.018,0.472,225.7
-0.033,-0.013,-0.084,-1.561,-0.017,0.472,225.7
0.001,-0.015,-0.048,-1.56,-0.019,0.472,226.1
-0.111,-0.015,-0.104,-1.554,-0.018,0.472,226.1
0.029,-0.013,-0.048,-1.551,-0.016,0.472,226.1
-0.026,0.038,-0.082,-1.55,-0.017,0.472,226.1
0.005,-0.002,-0.033,-1.542,-0.021,0.472,226.1
-0.002,0.001,-0.047,-1.535,-0.028,0.472,226.1
-0.012,-0.017,-0.04,-1.531,-0.024,0.472,226.1
0.05,0.006,-0.03,-1.53,-0.022,0.472,226.1
-0.048,0.005,-0.046,-1.53,-0.022,0.472,226.1
0.067,-0.048,-0.04,-1.531,-0.022,0.472,226.1
-0.068,-0.035,-0.039,-1.531,-0.027,0.472,225.0
-0.017,0.006,-0.045,-1.529,-0.028,0.473,225.0
0.002,-0.027,-0.057,-1.526,-0.026,0.472,225.0
0.005,-0.013,-0.036,-1.524,-0.024,0.473,225.0
0.012,-0.005,-0.039,-1.524,-0.024,0.473,225.0
0.043,-0.003,-0.03,-1.522,-0.023,0.473,225.0
-0.025,-0.012,-0.064,-1.511,-0.019,0.473,225.0
-0.075,0.004,-0.044,-1.51,-0.023,0.473,225.0
-0.019,-0.051,-0.022,-1.513,-0.026,0.473,225.0
0.014,-0.011,-0.046,-1.51,-0.029,0.472,225.0
0.036,0.002,-0.002,-1.51,-0.031,0.472,225.0
-0.02,-0.049,-0.025,-1.509,-0.03,0.472,225.0
-0.035,-0.012,-0.031,-1.507,-0.028,0.472,225.0
-0.019,-0.009,-0.015,-1.5,-0.028,0.472,225.0
-0.031,0.012,-0.044,-1.499,-0.028,0.472,225.0
0.004,0.008,-0.015,-1.499,-0.025,0.473,225.0
0.003,-0.033,-0.026,-1.499,-0.026,0.473,225.0
0.023,-0.004,-0.023,-1.498,-0.024,0.473,225.0
0.006,-0.007,-0.03,-1.497,-0.029,0.473,225.0
-0.055,-0.04,-0.006,-1.494,-0.025,0.473,225.0
-0.012,-0.02,0.008,-1.492,-0.021,0.473,224.3
-0.038,0.003,0.008,-1.489,-0.021,0.473,224.3
0.028,-0.021,0.005,-1.49,-0.023,0.473,224.3
0.039,-0.033,-0.015,-1.484,-0.023,0.474,224.3
-0.033,-0.006,-0.007,-1.48,-0.023,0.474,224.3
0.062,0.002,0.035,-1.478,-0.022,0.475,224.3
-0.015,-0.013,0.035,-1.477,-0.021,0.475,224.3
-0.047,-0.014,0.041,-1.479,-0.02,0.475,224.3
-0.106,0.079,0.022,-1.481,-0.02,0.474,224.3
-0.0,0.022,0.114,-1.488,-0.022,0.473,224.3
-0.015,0.021,0.1,-1.491,-0.022,0.472,223.4
-0.009,0.042,0.057,-1.504,-0.024,0.47,223.4
-0.019,0.023,0.074,-1.512,-0.025,0.47,223.4
-0.066,0.014,0.04,-1.511,-0.025,0.47,223.4
-0.028,0.0,0.054,-1.512,-0.027,0.469,223.4
-0.038,-0.002,0.056,-1.516,-0.022,0.469,223.4
0.011,-0.015,0.068,-1.518,-0.021,0.469,223.4
-0.039,-0.001,0.07,-1.523,-0.013,0.469,223.4
0.033,-0.053,0.03,-1.527,-0.008,0.469,223.4
-0.073,0.029,0.042,-1.526,-0.006,0.469,223.4
-0.037,0.013,0.057,-1.529,-0.008,0.469,223.4
-0.113,-0.026,0.038,-1.528,-0.01,0.469,223.4
0.033,0.015,0.081,-1.528,-0.014,0.469,223.4
0.042,-0.015,0.072,-1.529,-0.018,0.469,223.4
-0.01,-0.009,0.034,-1.53,-0.017,0.469,223.4
-0.049,0.001,0.039,-1.535,-0.015,0.469,223.4
-0.051,-0.025,0.063,-1.536,-0.014,0.47,223.4
-0.027,-0.048,0.051,-1.547,-0.011,0.47,223.4
-0.105,-0.022,0.062,-1.555,-0.008,0.471,223.4
-0.048,0.02,0.043,-1.556,-0.011,0.472,223.4
0.108,0.002,0.046,-1.559,-0.01,0.472,222.2
0.042,-0.05,0.025,-1.563,-0.008,0.473,222.2
-0.041,-0.037,0.037,-1.564,-0.009,0.473,222.2
0.023,-0.006,0.05,-1.565,-0.015,0.474,222.2
0.061,-0.014,0.011,-1.564,-0.013,0.475,222.2
-0.072,-0.019,0.012,-1.562,-0.011,0.476,222.2
-0.089,-0.011,-0.006,-1.561,-0.009,0.476,222.2
-0.041,-0.021,0.034,-1.559,-0.012,0.477,222.2
0.024,-0.061,0.042,-1.558,-0.01,0.478,222.2
0.015,-0.029,-0.036,-1.559,-0.01,0.479,222.2
0.011,-0.051,0.032,-1.554,-0.01,0.48,221.2
0.073,-0.044,0.034,-1.558,-0.007,0.481,221.2
-0.013,-0.028,0.031,-1.558,-0.007,0.483,221.2
0.017,-0.055,0.055,-1.556,-0.003,0.484,221.2
-0.009,-0.017,-0.005,-1.556,-0.002,0.485,221.2
-0.006,-0.03,0.022,-1.556,0.0,0.487,221.2
-0.067,-0.041,-0.013,-1.557,0.001,0.488,221.2
-0.026,-0.017,-0.024,-1.564,0.004,0.489,221.2
0.015,-0.037,0.003,-1.568,0.01,0.491,221.2
0.057,-0.06,-0.013,-1.569,0.018,0.493,221.2
-0.006,-0.1,0.022,-1.567,0.021,0.495,220.4
-0.022,-0.002,-0.035,-1.566,0.019,0.497,220.4
-0.01,-0.064,0.034,-1.566,0.019,0.499,220.4
-0.038,-0.043,-0.015,-1.568,0.021,0.501,220.4
-0.067,-0.019,-0.032,-1.569,0.027,0.503,220.4
-0.014,-0.059,-0.007,-1.567,0.029,0.505,220.4
0.019,-0.05,0.026,-1.56,0.029,0.507,220.4
0.041,-0.043,0.02,-1.559,0.033,0.509,220.4
0.03,0.006,0.0,-1.558,0.035,0.511,220.4
0.006,-0.01,-0.008,-1.554,0.03,0.512,220.4
-0.003,-0.03,0.004,-1.554,0.03,0.513,219.7
-0.001,0.005,-0.0,-1.551,0.027,0.514,219.7
-0.015,0.009,0.008,-1.546,0.022,0.515,219.7
-0.027,0.019,0.007,-1.546,0.021,0.516,219.7
-0.086,-0.022,0.019,-1.547,0.023,0.517,219.7
-0.0,-0.049,0.012,-1.542,0.023,0.519,219.7
-0.02,-0.048,0.028,-1.545,0.03,0.521,219.7
-0.013,0.004,-0.0,-1.549,0.034,0.522,219.7
-0.021,-0.026,0.011,-1.549,0.03,0.523,219.7
-0.08,0.01,-0.01,-1.548,0.03,0.524,219.7
-0.066,-0.007,0.018,-1.545,0.031,0.525,219.7
0.059,-0.015,0.031,-1.545,0.033,0.527,219.7
-0.076,0.001,-0.006,-1.544,0.034,0.528,219.7
-0.01,0.009,0.042,-1.542,0.036,0.53,219.7
0.004,0.009,0.023,-1.54,0.041,0.531,219.7
-0.005,-0.011,0.028,-1.541,0.046,0.532,219.7
0.013,-0.006,0.003,-1.54,0.044,0.533,219.7
-0.03,0.013,-0.009,-1.536,0.044,0.534,219.7
-0.035,-0.019,-0.001,-1.537,0.043,0.535,219.7
0.023,0.014,0.008,-1.535,0.045,0.536,219.7
0.012,0.043,0.033,-1.533,0.043,0.537,218.0
-0.033,0.03,-0.008,-1.532,0.042,0.539,218.0
-0.065,0.021,-0.036,-1.533,0.044,0.541,218.0
0.05,-0.003,0.033,-1.535,0.043,0.542,218.0
-0.01,-0.04,0.024,-1.537,0.042,0.543,218.0
-0.01,-0.014,0.012,-1.536,0.04,0.544,218.0
-0.038,0.021,-0.02,-1.536,0.039,0.546,218.0
0.0,0.002,0.006,-1.534,0.036,0.546,218.0
0.007,0.014,-0.031,-1.532,0.035,0.547,218.0
0.004,-0.015,-0.063,-1.526,0.028,0.548,218.0
0.033,0.034,-0.039,-1.524,0.026,0.548,218.0
-0.023,0.017,-0.027,-1.517,0.026,0.549,218.0
-0.092,-0.003,-0.052,-1.508,0.029,0.551,218.0
-0.019,-0.026,0.0,-1.507,0.031,0.552,218.0
-0.026,0.002,-0.002,-1.507,0.031,0.553,218.0
-0.011,0.004,-0.037,-1.506,0.028,0.553,218.0
-0.021,-0.009,-0.033,-1.503,0.028,0.553,218.0
-0.08,0.025,-0.039,-1.502,0.031,0.554,218.0
-0.007,-0.048,0.019,-1.503,0.031,0.555,218.0
0.001,-0.006,-0.029,-1.5,0.03,0.556,218.0
0.043,-0.002,-0.036,-1.497,0.032,0.557,216.4
0.034,-0.029,-0.004,-1.494,0.033,0.558,216.4
-0.005,0.02,-0.036,-1.494,0.032,0.558,216.4
-0.014,0.05,-0.001,-1.495,0.027,0.559,216.4
-0.012,-0.002,-0.032,-1.494,0.027,0.56,216.4
-0.029,-0.003,0.019,-1.497,0.031,0.56,216.4
-0.072,-0.03,0.031,-1.504,0.035,0.561,216.4
-0.083,0.041,0.017,-1.506,0.038,0.562,216.4
0.055,-0.017,0.053,-1.508,0.03,0.562,216.4
-0.002,0.023,0.097,-1.515,0.03,0.563,216.4
-0.004,0.009,0.068,-1.522,0.032,0.564,216.4
0.007,-0.003,0.049,-1.525,0.035,0.564,216.4
-0.037,0.012,0.091,-1.531,0.035,0.565,216.4
0.021,0.014,0.07,-1.535,0.033,0.566,216.4
0.012,-0.012,0.026,-1.537,0.036,0.566,216.4
-0.046,0.048,0.032,-1.537,0.037,0.567,216.4
0.056,-0.012,0.054,-1.543,0.036,0.566,216.4
-0.016,0.036,0.058,-1.547,0.027,0.567,216.4
-0.024,0.028,0.036,-1.549,0.027,0.568,216.4
0.008,-0.03,0.051,-1.549,0.029,0.568,216.4
0.013,0.02,0.026,-1.548,0.03,0.569,216.4
0.041,-0.035,0.018,-1.547,0.03,0.569,216.4
-0.022,0.006,0.055,-1.549,0.035,0.57,216.4
-0.039,0.013,0.058,-1.553,0.037,0.57,216.4
0.001,0.022,0.041,-1.558,0.035,0.57,216.4
-0.054,0.01,0.025,-1.561,0.034,0.572,216.4
0.003,-0.004,0.012,-1.562,0.034,0.573,216.4
0.016,-0.018,0.023,-1.562,0.035,0.574,216.4
-0.0,-0.003,0.036,-1.563,0.037,0.575,216.4
0.023,-0.01,0.058,-1.562,0.039,0.575,216.4
0.045,-0.005,-0.005,-1.566,0.039,0.576,216.9
-0.018,-0.006,0.009,-1.567,0.038,0.578,216.9
-0.05,0.008,0.0,-1.566,0.039,0.578,216.9
0.002,-0.023,0.055,-1.564,0.04,0.578,216.9
0.021,0.026,0.024,-1.562,0.039,0.579,216.9
-0.004,0.032,0.007,-1.56,0.039,0.579,216.9
-0.016,0.002,0.029,-1.56,0.036,0.58,216.9
0.038,-0.0,0.039,-1.559,0.035,0.58,216.9
0.023,0.001,0.045,-1.559,0.037,0.581,216.9
-0.011,0.008,0.016,-1.559,0.037,0.581,216.9
-0.03,0.042,0.007,-1.56,0.036,0.581,216.9
0.084,-0.021,0.047,-1.562,0.035,0.582,216.9
-0.03,0.007,0.028,-1.563,0.034,0.582,216.9
0.031,-0.039,0.035,-1.567,0.038,0.583,216.9
-0.014,0.002,0.028,-1.567,0.033,0.583,216.9
-0.071,0.014,0.012,-1.569,0.03,0.584,216.9
0.039,-0.032,0.009,-1.569,0.029,0.584,216.9
0.029,-0.002,0.036,-1.57,0.032,0.585,216.9
0.007,-0.021,0.016,-1.57,0.026,0.585,216.9
-0.01,-0.005,0.02,-1.57,0.028,0.584,216.9
-0.065,0.018,0.031,-1.572,0.027,0.585,216.9
-0.007,0.023,0.052,-1.58,0.024,0.584,216.9
-0.042,0.027,0.016,-1.583,0.022,0.584,216.9
-0.051,0.005,0.01,-1.584,0.021,0.584,216.9
0.045,0.018,0.014,-1.585,0.019,0.584,216.9
0.017,-0.003,-0.014,-1.587,0.016,0.584,216.9
-0.105,0.032,-0.044,-1.589,0.017,0.584,216.9
0.033,0.015,0.026,-1.593,0.017,0.584,216.9
-0.064,0.031,-0.022,-1.594,0.022,0.584,216.9
-0.007,0.011,0.004,-1.597,0.024,0.584,216.9
0.006,0.025,-0.028,-1.595,0.02,0.582,217.6
0.008,0.061,-0.011,-1.595,0.019,0.581,217.6
0.018,-0.035,0.006,-1.594,0.022,0.58,217.6
0.057,0.053,-0.006,-1.594,0.024,0.579,217.6
-0.001,0.083,-0.034,-1.593,0.024,0.579,217.6
-0.001,0.06,0.006,-1.593,0.022,0.576,217.6
-0.01,0.041,0.009,-1.589,0.02,0.575,217.6
-0.006,0.069,-0.01,-1.589,0.017,0.575,217.6
0.039,-0.004,-0.023,-1.589,0.014,0.574,216.7
-0.041,0.041,0.008,-1.582,0.013,0.572,216.7
0.013,0.022,-0.008,-1.582,0.01,0.571,216.7
-0.031,0.032,0.001,-1.581,0.012,0.571,216.7
